name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york,2018-06-11,22.8,14.4,17.9,22.8,14.4,17.9,10.3,63.4,0.251,100,8.33,rain,0,0,,15.5,86.8,1018.3,30.3,16,262.9,22.7,9,,2018-06-11T05:24:28,2018-06-11T20:27:10,0.93,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-06-12,22.9,14.7,18.6,22.9,14.7,18.6,10.8,61.5,0,0,0,,0,0,44.6,27.7,182.9,1022.8,0.6,16,327.1,28.3,9,,2018-06-12T05:24:23,2018-06-12T20:27:38,0.96,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-06-13,24.4,17.8,20.9,24.4,17.8,20.9,17.2,79.5,0.056,100,8.33,rain,0,0,35.3,14.8,210,1013.7,78.4,15.9,102.6,8.9,3,,2018-06-13T05:24:20,2018-06-13T20:28:05,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-06-14,30.5,19.4,24.8,29.1,19.4,24.5,12.7,50.7,0,0,0,,0,0,48.2,29.5,289.1,1008.7,16.2,16,325.8,28.1,9,,2018-06-14T05:24:18,2018-06-14T20:28:31,0.03,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-06-15,24.9,18.3,21.6,24.9,18.3,21.6,11.6,53.1,0,0,0,,0,0,38.9,14.3,346.1,1013.8,42.8,15.9,242.8,20.9,10,,2018-06-15T05:24:19,2018-06-15T20:28:55,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-06-16,29.3,17.9,23.4,28.4,17.9,23.2,12.2,52.2,0,0,0,,0,0,,10.3,305.9,1016.8,0.4,16,327.5,28.3,10,,2018-06-16T05:24:22,2018-06-16T20:29:17,0.1,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-06-17,31.7,19.4,25.1,30.7,19.4,24.9,13.8,51.5,0,0,0,,0,0,35.3,11.6,214.4,1018.2,0.7,16,315,27.2,9,,2018-06-17T05:24:26,2018-06-17T20:29:37,0.13,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-06-18,32.2,21.8,26.3,35.7,21.8,27.6,20.1,70.2,2.128,100,12.5,rain,0,0,40,24.1,209.7,1015,20.5,15.4,273.5,23.6,9,,2018-06-18T05:24:33,2018-06-18T20:29:55,0.17,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-06-19,32.1,23.5,27.4,31.1,23.5,27.4,17.9,60.4,0.327,100,12.5,rain,0,0,40.7,22.3,335.5,1008.8,28.2,15.9,301.4,25.9,10,,2018-06-19T05:24:41,2018-06-19T20:30:12,0.2,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-06-20,27.7,21.6,24.2,28.7,21.6,24.3,14.7,56.2,0,0,0,,0,0,29.5,8.8,57.9,1011,32.9,16,268.7,23.1,9,,2018-06-20T05:24:51,2018-06-20T20:30:26,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-06-21,29.9,18.9,24,29.2,18.9,23.9,17,69.1,5.532,100,45.83,rain,0,0,,13,49.3,1008.4,55.2,15,284.3,24.6,9,,2018-06-21T05:25:03,2018-06-21T20:30:39,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-06-22,23.8,19.4,21.2,23.8,19.4,21.2,16.5,75.3,0,0,0,,0,0,27.7,14.9,85.1,1015.2,49.2,15.9,197.4,17.1,6,,2018-06-22T05:25:17,2018-06-22T20:30:50,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-06-23,19.9,17.8,18.8,19.9,17.8,18.8,15.1,79.4,0.602,100,12.5,rain,0,0,31.7,18.2,63,1011.9,100,15.9,76.8,6.4,2,,2018-06-23T05:25:33,2018-06-23T20:30:59,0.34,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-06-24,28.7,19.3,23.6,30.2,19.3,24.2,18.9,76.6,0.003,100,4.17,rain,0,0,38.9,10.5,212.4,1009.8,73.1,14.9,221.7,19.2,9,,2018-06-24T05:25:50,2018-06-24T20:31:06,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-06-25,28.7,20.6,24.3,27.7,20.6,24.1,13.8,55.6,0.464,100,8.33,rain,0,0,44.6,18.2,350.1,1016.2,27.2,16,305.6,26.5,10,,2018-06-25T05:26:10,2018-06-25T20:31:12,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-06-26,25,18.7,21.8,25,18.7,21.8,13.9,61.6,0,0,0,,0,0,37.1,24.1,112.7,1023.8,5,16,315.5,27.3,9,,2018-06-26T05:26:31,2018-06-26T20:31:15,0.45,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-06-27,23.3,18.9,21.1,23.3,18.9,21.1,16.4,74.7,0.031,100,8.33,rain,0,0,44.6,31.7,178.5,1018.4,75,15.9,84.9,7.3,3,,2018-06-27T05:26:53,2018-06-27T20:31:16,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-06-28,28.8,21.1,24,31.5,21.1,24.6,21.3,85.3,5.642,100,45.83,rain,0,0,35.3,13.7,204.4,1009.6,75.4,15.2,185,16,7,,2018-06-28T05:27:17,2018-06-28T20:31:15,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-06-29,33.7,22.8,27.7,33.8,22.8,27.9,17.8,57.8,0.704,100,8.33,rain,0,0,31.7,18.4,318.6,1014,3.6,16,321.8,27.6,9,,2018-06-29T05:27:43,2018-06-29T20:31:12,0.55,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-06-30,34.3,23.4,28.7,35.6,23.4,29.2,17.1,50.6,0,0,0,,0,0,29.5,12,269.6,1017.1,0.7,15.9,317.6,27.3,9,,2018-06-30T05:28:11,2018-06-30T20:31:08,0.58,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-07-01,35.6,24,29.8,39.9,24,31.9,20.9,60.4,0,0,0,,0,0,,12.6,243.9,1016.5,0.5,15.9,271.1,23.4,9,,2018-07-01T05:28:39,2018-07-01T20:31:01,0.62,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-07-02,34.4,25.7,29.2,38.4,25.7,31.3,21.4,63.9,0.262,100,4.17,rain,0,0,38.9,22.3,154.8,1017.8,0.4,15.7,310.8,26.8,9,,2018-07-02T05:29:10,2018-07-02T20:30:52,0.65,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-07-03,32.9,25.1,27.1,40.4,25.1,29.1,23.6,81.3,0.172,100,8.33,rain,0,0,,14.8,113.7,1021.4,12.9,15,162.5,14.1,8,,2018-07-03T05:29:42,2018-07-03T20:30:41,0.68,Rain,Clear conditions throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-07-04,30.5,24.4,26.8,34,24.4,28.1,22.5,78.4,0,0,0,,0,0,,9.5,76.8,1025.5,17,15.6,198.5,16.9,9,,2018-07-04T05:30:15,2018-07-04T20:30:28,0.72,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-07-05,31.2,23.9,27.4,35.6,23.9,29.6,23,77.9,0,0,0,,0,0,44.6,25.9,204.4,1024.9,31.4,16,255.1,22,8,,2018-07-05T05:30:50,2018-07-05T20:30:13,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-07-06,27.8,23.3,25.6,29,23.3,25.9,20.8,76.8,3.118,100,25,rain,0,0,35.3,22.3,264.1,1018.3,58.9,15.4,98.4,8.4,3,,2018-07-06T05:31:26,2018-07-06T20:29:56,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-07-07,25.6,18.8,21.6,25.6,18.8,21.6,10.8,50.7,0,0,0,,0,0,37.1,25.9,53.5,1026.4,0.3,16,331.3,28.6,10,,2018-07-07T05:32:03,2018-07-07T20:29:38,0.82,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-07-08,28.3,18.8,22.9,28,18.8,22.8,12.8,54.3,0,0,0,,0,0,29.5,18.4,160.5,1027.4,0.3,16,325.2,27.8,10,,2018-07-08T05:32:42,2018-07-08T20:29:17,0.85,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-07-09,30.6,20,24.8,30.4,20,24.8,15.1,55.8,0,0,0,,0,0,44.6,14.1,224.7,1022.2,0.2,15.8,319.2,27.4,9,,2018-07-09T05:33:22,2018-07-09T20:28:54,0.88,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-07-10,33.3,21.7,27.4,33.8,21.7,27.8,17.1,55.3,0,0,0,,0,0,29.5,16.9,257.5,1013.7,0.4,15.8,314.8,27.1,9,,2018-07-10T05:34:03,2018-07-10T20:28:29,0.92,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-07-11,31.1,23.4,26.5,32.1,23.4,27.1,18.8,63.5,0,0,0,,0,0,27.7,20.5,49.4,1013.6,52.6,16,258.5,22.4,9,,2018-07-11T05:34:45,2018-07-11T20:28:02,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-07-12,29.9,21.5,24.7,29.4,21.5,24.6,15.9,60.6,0.969,100,12.5,rain,0,0,,20.5,36.8,1021.5,45.4,15.9,227.8,19.7,10,,2018-07-12T05:35:28,2018-07-12T20:27:33,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-07-13,29.2,21.1,24.6,28.9,21.1,24.6,16.7,63.3,0,0,0,,0,0,37.1,10.5,181.8,1023.5,1.8,15.9,292.7,25.4,9,,2018-07-13T05:36:13,2018-07-13T20:27:02,0.02,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-07-14,31.7,21.2,26.5,32.7,21.2,26.9,17.2,57.8,0,0,0,,0,0,38.9,13.1,231.4,1020.2,17.1,15.8,270.1,23.4,9,,2018-07-14T05:36:58,2018-07-14T20:26:29,0.05,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-07-15,29.9,21.2,24.4,32.2,21.2,24.9,20.6,80.9,4.759,100,41.67,rain,0,0,,10.6,245.2,1016.7,47.5,15.3,152.4,13.1,6,,2018-07-15T05:37:44,2018-07-15T20:25:54,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-07-16,32.2,23.9,27.7,37.3,23.9,29.7,22.1,72.5,0.232,100,4.17,rain,0,0,38.9,31.7,196.7,1014.5,4.1,15.9,281.8,24.2,9,,2018-07-16T05:38:32,2018-07-16T20:25:17,0.12,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-07-17,31.6,22,25.7,36.6,22,26.9,22.3,82.4,3.584,100,29.17,rain,0,0,37.1,33.5,223.8,1012.4,47.8,14.9,153.8,13.3,9,,2018-07-17T05:39:20,2018-07-17T20:24:39,0.15,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-07-18,28.7,21.1,25,29.3,21.1,24.9,14.9,56.7,0,0,0,,0,0,37.1,27.7,349.7,1011.9,30.5,15.9,292,25.1,9,,2018-07-18T05:40:09,2018-07-18T20:23:58,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-07-19,27.5,19.7,23.5,26.8,19.7,23.4,10.9,46,0,0,0,,0,0,,18.4,64.1,1018.1,2.4,16,316.8,27.3,10,,2018-07-19T05:40:58,2018-07-19T20:23:16,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2018-07-20,27.9,20.8,23.7,28,20.8,23.7,15.5,61.5,0,0,0,,0,0,35.3,18.4,166.2,1020.5,19.8,15.9,299.5,25.8,9,,2018-07-20T05:41:49,2018-07-20T20:22:31,0.26,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2018-07-21,24.7,18.6,22,24.7,18.6,22,15.1,65.7,6.202,100,12.5,rain,0,0,35.3,33.5,73.7,1017.5,56.1,14.9,222.3,19.1,9,,2018-07-21T05:42:40,2018-07-21T20:21:45,0.29,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2018-07-22,26.2,19.7,23.8,26.2,19.7,23.8,21.6,88,32.558,100,54.17,rain,0,0,62.7,40.7,131.6,1012.7,98.9,11.3,155.7,13.4,7,,2018-07-22T05:43:32,2018-07-22T20:20:58,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2018-07-23,27.2,23.3,25,29.9,23.3,25.5,22.9,88,4.672,100,29.17,rain,0,0,59.2,29.5,156.3,1018.9,97.9,12.1,146,12.7,7,,2018-07-23T05:44:25,2018-07-23T20:20:08,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2018-07-24,27.8,24.2,25.9,30.5,24.2,26.9,22.7,82.3,0.366,100,4.17,rain,0,0,55.4,29.5,155.6,1021.4,95.7,14.3,183.2,15.9,8,,2018-07-24T05:45:18,2018-07-24T20:19:16,0.39,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2018-07-25,25.3,23,24.5,25.3,23,24.5,22.7,89.8,17.168,100,50,rain,0,0,50.2,31.7,162.8,1015.3,99.8,12.8,124.3,10.8,5,,2018-07-25T05:46:12,2018-07-25T20:18:23,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2018-07-26,29.1,22.6,25.7,31.1,22.6,26.6,21.1,76.9,2.351,100,16.67,rain,0,0,25.9,10.3,253.6,1011.2,61.4,14.9,161.7,13.9,7,,2018-07-26T05:47:06,2018-07-26T20:17:29,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2018-07-27,29.8,21.2,25.8,32.9,21.2,26.7,21,75.5,5.07,100,33.33,rain,0,0,35.3,22.3,186.7,1014.8,47.8,13.5,214.7,18.5,8,,2018-07-27T05:48:01,2018-07-27T20:16:32,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2018-07-28,29.2,21.4,25.4,30.8,21.4,26.1,20.2,74.9,0,0,0,,0,0,,14.8,296.9,1015,41,12.5,254.3,21.9,9,,2018-07-28T05:48:56,2018-07-28T20:15:34,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,AN736,KLGA,KNYC,F1417,72503014732"
new york,2018-07-29,27.5,22,24.9,27.9,22,25,15.9,57.9,0,0,0,,0,0,,11.5,328.4,1017.9,35.6,16,257.4,22.3,8,,2018-07-29T05:49:52,2018-07-29T20:14:34,0.56,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2018-07-30,25.5,20.9,23.5,25.5,20.9,23.5,16.8,66.7,6.886,100,8.33,rain,0,0,,11.5,88.2,1020.2,27.2,15.7,116.6,10,5,,2018-07-30T05:50:48,2018-07-30T20:13:33,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D9152,72505394728,KLGA,KNYC,F1417,72503014732"
new york,2018-07-31,27.4,20.5,23.6,28.5,20.5,23.7,18,71.5,0,0,0,,0,0,,18.4,140.4,1019.8,33.1,15.5,232.4,20.1,8,,2018-07-31T05:51:44,2018-07-31T20:12:30,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2018-08-01,29.4,23.6,26.3,33.3,23.6,28,22.5,80.1,2.257,100,25,rain,0,0,42.5,27.7,173.9,1017,81.2,14.7,182,15.7,8,,2018-08-01T05:52:41,2018-08-01T20:11:25,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,2018-08-02,30.6,24.8,27.6,34.8,24.8,29.5,22,72,3.238,100,16.67,rain,0,0,38.9,14.6,236.3,1018.5,46,16,199.1,17.1,7,,2018-08-02T05:53:38,2018-08-02T20:10:20,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-08-03,29.2,23.8,26.3,33.8,23.8,27.3,23,82.5,5.503,100,25,rain,0,0,38.9,10.8,204.4,1020.8,55.2,15.7,165.3,14.2,7,,2018-08-03T05:54:35,2018-08-03T20:09:12,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-08-04,32,23.8,26.8,35,23.8,28,22.4,78.3,13.337,100,20.83,rain,0,0,,13,262.6,1018.8,65.5,15.3,167.2,14.5,8,,2018-08-04T05:55:33,2018-08-04T20:08:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-08-05,33.7,24.3,29,37.3,24.3,31,21.3,64.7,0,0,0,,0,0,,11.2,294.3,1020.3,7.2,16,285.3,24.7,9,,2018-08-05T05:56:31,2018-08-05T20:06:53,0.8,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-08-06,33.8,25.7,29.4,38.8,25.7,32.4,22.8,68.6,0,0,0,,0,0,25.9,16.6,253.6,1018.3,4,15.7,231.3,20,8,,2018-08-06T05:57:29,2018-08-06T20:05:41,0.84,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-08-07,32.7,24.9,28,38.1,24.9,30.9,23.4,76.7,1.435,100,12.5,rain,0,0,64.8,22.3,204.7,1015.7,36.3,15,230.7,19.9,9,,2018-08-07T05:58:27,2018-08-07T20:04:28,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-08-08,33.3,24.4,28,38.7,24.4,30.3,22.7,73.9,0.469,100,4.17,rain,0,0,35.3,16.6,206,1012.5,21,16,263.1,22.7,9,,2018-08-08T05:59:25,2018-08-08T20:03:14,0.91,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-08-09,32.7,24.3,28.5,34.9,24.3,29.8,20.7,65.2,2.249,100,20.83,rain,0,0,33.5,22.3,317.3,1009.2,30,15.8,262.1,22.8,9,,2018-08-09T06:00:24,2018-08-09T20:01:59,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-08-10,32.1,24.3,27.4,33.8,24.3,28.2,18.6,59.4,0,0,0,,0,0,31.7,11.2,304.4,1012,34.5,15.8,208.7,18,8,,2018-08-10T06:01:22,2018-08-10T20:00:42,0.97,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-08-11,26.7,22.2,24,27.9,22.2,24.1,21.7,87.3,47.44,100,54.17,rain,0,0,,9.1,50.1,1013.9,85.6,14.2,77.5,6.8,3,,2018-08-11T06:02:21,2018-08-11T19:59:24,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,2018-08-12,30.5,23.3,25.8,33.3,23.3,26.8,22.2,81.3,1.641,100,16.67,rain,0,0,,16.6,43.5,1016.4,64.2,15.8,219.5,19.1,8,,2018-08-12T06:03:20,2018-08-12T19:58:04,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,2018-08-13,26,22.8,23.7,26,22.8,23.7,21.9,89.7,13.737,100,41.67,rain,0,0,37.1,27.7,53.3,1016.7,94.5,15.1,52.5,4.6,3,,2018-08-13T06:04:19,2018-08-13T19:56:44,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
